"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","cancer"
"RFX7","RFX7",436,0.42533238959108,1.55619661531149,1.30540013455284e-05,0.00140983214531706,0.00120463240486806,2487,"tags=21%, list=15%, signal=19%","RBL1/CNOT2/NEMP1/RAD51AP1/TBK1/MTBP/CDCA3/KNTC1/CNOT9/VPS13B/VPS33A/RFC2/PUS7L/RAD51/DDX23/PRR11/BCAT1/U2AF2/KDM3A/MSH2/FXYD5/SSBP1/PCLAF/CORO7/MSL3/SENP1/M6PR/CACTIN/PWP1/CDKN2A/PDK1/ANXA2R/KIAA0753/VEZT/CDCA2/ZSCAN29/PCGF1/RAPGEF6/CKS1B/TMEM248/UBE2I/PPP1R13L/GOLGA3/RPL28/NT5C3A/RNF187/CCDC97/NUP62/MYO9B/ADGRE2/CENPK/ZNF436/ATM/EIF3D/POP7/GABPB1/TMEM87A/ITGB3BP/AGBL3/C1orf216/SCARB1/HAUS8/IL4I1/SAE1/BOD1/RPS6KB1/GINS4/RPS18/POC5/ATXN2L/DOC2A/POLR1G/HARS1/SETD7/ACTR2/SHC1/SMG7/GORAB/SPCS3/THAP11/USP37/TFPT/SCAF11/NPAT/RARA/PPIB/CTDSPL2/KBTBD2/CDC42SE1/GTF3A/USP48/RPL41/BAZ1B","pancancer_all"
"ZNF236","ZNF236",230,0.470978094023314,1.64557752886833,3.38111999490982e-05,0.00273870719587695,0.00234009094384548,2404,"tags=22%, list=14%, signal=19%","RBL1/ZWINT/SPDL1/NEMP1/RAVER1/PARPBP/PKM/B4GALT7/U2AF2/KDM3A/MCM7/SNRPA/CLTCL1/CDCA2/CASP4/AKIP1/ATAD2/PPP1R13L/CDK13/MCUB/RPS8/INTS13/PHF14/RBAK-RBAKDN/SH3BGRL3/TSPAN31/UBASH3B/RBAK/CDC27/CDC25C/UNC93B1/CDKL3/FOXJ3/SP110/PHC3/ATXN2L/NRDC/HNRNPD/FUS/POLR1G/POLH/SESN1/DPH5/RPN2/CREB1/MGAT1/MTHFD2/UBC/BRIX1/CDC42SE1","pancancer_all"
"TBX1","TBX1",171,0.497590317956532,1.68963607943274,8.32278986013137e-05,0.00314032530084955,0.00268325391203195,2685,"tags=27%, list=16%, signal=23%","ZNF217/SHKBP1/MTHFD1L/SPATS2/WDR62/TRAF2/CTHRC1/DDX23/CHST11/TRIB3/NSMAF/SMG8/POLA2/RAPGEF6/ILF3/IL1RAP/TGFBI/RACK1/STMN3/EIF4A1/RCC1/ZBP1/CDK17/INTS4/RTEL1-TNFRSF6B/ABCG1/AKNA/C3/OSER1/ITK/H2AX/SRP68/MSANTD3/ARAP1/SF3A3/SNRPD1/AXL/SQSTM1/PIGT/RARA/PHF19/CTDSPL2/RTEL1/TLE3/FAS/SPOCD1/FPR1","pancancer_all"
"CIC","CIC",410,0.419189524424456,1.53201346196152,8.82391315412945e-05,0.00314032530084955,0.00268325391203195,3677,"tags=28%, list=22%, signal=22%","CNOT2/SART3/FANCI/MTBP/PPHLN1/KIF20A/CDCA3/KNTC1/FEN1/FANCD2/RNF44/VPS33A/RFC2/CDCA5/MMS22L/TIMELESS/NPM1/PTTG1/CBX3/HNRNPA1/CDC20/MCM5/ATF7IP/MAGOHB/ORC6/TRIM59/ZNF408/NTPCR/XPOT/POLD2/ADAP2/LMAN2/GAPDH/NUDCD3/LARS1/STK4/ARHGAP1/ANKRA2/WDR5B/STAMBPL1/RIPK2/TAF7/INTS2/HILPDA/PHF14/RACK1/STMN3/TP53/LRRC61/EIF3D/BUB3/RPS5/GABPB1/ITGB3BP/RTEL1-TNFRSF6B/ITK/TCERG1/EIF4B/VCPIP1/CDKL3/GRPEL2/DDX47/RPS20/RPS14/PSMD3/UTP15/SYMPK/OAS3/CENPP/SEC24A/UBC/PPIB/CTDSPL2/RTEL1/SEC24D/IL23A/SNRPE/RANBP3/TXNDC12/ZMIZ2/KIF14/NOL8/CCDC163/RPLP2/YAE1/S100A10/FBXO38/EIF2A/CARD8/ESYT1/UBE2M/POLG/WARS1/SEMA4B/TDP1/RPL31/HAVCR2/EMG1/RSL24D1/AKT1S1/H4C8/DKC1/BTF3L4/SLU7/RIOK1/NFKBIL1/RPS27A/DPAGT1/CBX5/PEAK1/SNRNP27/APOLD1/WDR55","pancancer_all"
"MYBL1","MYBL1",376,0.419016023965288,1.52240263150824,9.69236203965912e-05,0.00314032530084955,0.00268325391203195,3208,"tags=26%, list=19%, signal=22%","EIF3B/HNRNPUL1/MAZ/NCAPG/NUP155/CDCA3/FEN1/CNOT9/ZNF683/SPATS2/POLG2/CBX3/CENPF/NR2C2AP/PKM/HNRNPA1/KIFC1/CAPZA1/ATF7/FXYD5/TRIM59/CENPM/PMS1/LIG1/EZH2/MYBL1/ALDOA/TMEM248/ZNF526/UBE2I/TPM3/REXO5/STAT1/C18orf54/STT3A/INTS2/SPRED1/RPLP0/CCDC97/QSOX1/UCP2/ATM/C2CD3/RPL27A/SNRPB/SPPL3/RPL12/CDKN1B/ETAA1/CCND2/HNRNPAB/LPXN/PPP1R18/H2AX/UBE2S/G3BP1/LTA4H/CANX/PSRC1/EMC1/PBK/DGKA/CTDNEP1/TOMM40/NACA/SGTB/NPAT/YWHAG/UBC/FAM216A/NOP2/BRIX1/ISG20/KBTBD2/COQ8B/NME1/USP5/CIC/LCK/RPL7A/SP1/NME1-NME2/NFIX/ST7L/BTBD10/MARS1/TMUB2/MSL2/ZNF768/CEP44/C5orf58/POLK/HEXB/MYCBP2/BLOC1S2/ENPP3/ORMDL1/SYNGAP1","pancancer_all"
"NR1H4","NR1H4",339,-0.378386881539648,-1.50209018483351,8.46362643391914e-05,0.00314032530084955,0.00268325391203195,3024,"tags=29%, list=18%, signal=24%","AMBP/CAPN2/CHKA/SLC25A18/PECR/CIBAR1/NAT8/PLA2G6/HRG/SDC1/MASP2/ALDH3A2/ABI2/UST/PPP2R1B/RBP4/PITPNM1/C19orf12/ADH1A/NDRG2/GPLD1/DMGDH/ZNF780B/PPARGC1A/NFYC/GCGR/TMEM8B/SMPD1/NBR1/DALRD3/NOS1AP/MPDZ/LRRFIP2/GLYATL1/NQO2/ECHDC2/TSG101/PRODH2/FTCD/IQGAP2/LEAP2/AGXT/CYP4F3/SLC43A1/ELF3/ZSCAN5A/SREBF2/TPPP2/MPC1/SH3YL1/TAF6L/GLYCTK/CYFIP2/FNDC5/SARDH/PLIN4/PLG/GPRC5C/SELENOO/CHPT1/CTNS/KNG1/C1orf226/HINT2/SHPK/STK40/ALDH2/BICDL1/G6PC1/SELENBP1/ZNF175/FCAMR/MPST/ASPDH/PFKFB1/ZNF444/ACKR2/MVD/ETNK2/EFHD1/PHYH/SLC51B/MTOR/C22orf39/HIRA/CPT2/CDC26/SLC27A5/NRL/RBM23/CGNL1/AQP7/JUP/RGS3/SH3D19/ACY1/DCAF11/CLMN/ADH1B","pancancer_all"
"HMGB2","HMGB2",441,0.40682800415199,1.48931777501683,7.78987249662382e-05,0.00314032530084955,0.00268325391203195,3710,"tags=28%, list=22%, signal=22%","TSNAX-DISC1/EFTUD2/NUP205/HNRNPUL1/PDAP1/SF3B3/SMC4/NUF2/ARHGAP11A/POLG2/INTS7/HNRNPA1/PLXDC1/KDM3A/CENPL/TBL1XR1/RPL22L1/NCLN/STRN4/CEP128/HIVEP3/CACTIN/BLM/LIG1/POT1/TRIM22/PES1/NCEH1/CKS1B/EXOSC5/VWF/NSUN2/PRCC/DDX31/STK17A/STAT1/ARHGDIB/SLC25A19/NUP85/TAF1D/TIGAR/DUSP14/FN1/ESM1/ACTR3/TSPAN31/TPP2/RCC1/CP/VSIG1/PRKCH/HLA-DMA/SSR3/TNFSF4/ANXA1/TMEM144/VCPIP1/GINS4/GRPEL2/RGS5/ANXA2/TNFRSF10B/HS2ST1/RPS14/SMC2/NEK6/HECW2/BACH1/KLF7/GORAB/SLFN12/MFSD11/FARSB/ETV6/TMEM156/MBNL1/ISG20/ERAP1/RPL35A/THOC6/NREP/ENC1/YBX3/MREG/SP1/CARD16/TCF4/BUD31/GPR107/NVL/RIN2/PNO1/ZNF225/SLC35G2/AKAP13/FBXO38/VARS1/ENAH/CARD8/PRSS23/ZNF385A/ALOXE3/HCFC1R1/HMGN4/RSL24D1/H3C6/C19orf38/ARHGAP26/H4C8/SLX4IP/UCK2/SMURF2/CSE1L/RPS27A/UFM1/PAK1IP1/RUFY1/FRRS1/PECAM1/RPS23/PDE4B/KMT2A","pancancer_all"
"CREB3","CREB3",417,0.405531225063305,1.48199735216244,8.44569844188117e-05,0.00314032530084955,0.00268325391203195,2363,"tags=19%, list=14%, signal=17%","RBL1/LEMD2/TASOR2/EIF3B/MAZ/CDCA3/RFC4/PTBP1/SPATS2/KIF2C/MR1/DDX23/BCAT1/CCDC137/IKBIP/CCDC88A/ARMCX6/MACROH2A1/WIPF1/APAF1/NTPCR/TOR3A/RHNO1/CCDC112/NUDCD3/PPT1/PPFIA4/SAMD9L/NOD2/TRNAU1AP/ST3GAL2/BTF3/CCZ1B/PRICKLE3/TMEM181/ZNF280C/REXO4/RBAK-RBAKDN/LRRC61/HM13/ANKRD13D/TMEM241/LDHA/IFI16/ZNF805/CPNE2/POLR2J3/RBAK/LYN/GAREM2/CHEK1/BOD1/TCERG1/KCNAB1/LEPROTL1/ZMYND8/UBE2D2/CSNK1E/ZCCHC7/ADCK2/RPS20/RPS14/COL4A2/SPG11/HSF2BP/PKN1/RIN3/SEL1L3/PCSK6/RALGDS/KHSRP/RPS27/PYCR1/C11orf21/CMTM3/TULP3/ABCA3/RRP1B/MEF2C","pancancer_all"
"ZZZ3","ZZZ3",259,0.450595674350064,1.58625616610687,0.000230137983022801,0.00677860968176251,0.00579198942918629,3746,"tags=34%, list=22%, signal=26%","FANCI/MTBP/NUP155/SF3B3/SMC4/WDR76/YEATS2/MPV17/RPS2/SMYD2/ZNF408/SMG8/BRWD3/MCM3/RPS3/VEZT/NUP188/ARHGAP1/ANKLE2/PGK1/UBE2I/CDCA7/DEGS1/RPL37/CCDC97/ARHGEF1/TMEM79/SNRPB/ZNF317/ITGB3BP/LSM8/CDC27/STX6/RPS6KB1/RPS18/ANXA2/RPL36/RPS20/RPS15A/FANCB/RPS14/GOLM2/RPL10A/MDM2/RIF1/RPL39/NACA/PRRC2C/FOXS1/BASP1/RPL35A/GBA1/RPL41/PHF20/NREP/ZFX/ESF1/RPL8/FZD1/PNO1/MOSPD2/RPS10-NUDT3/RPL37A/RNPS1/RPL27/UBE2M/TYK2/RPS4X/RPL3/RPL17/KIAA0586/RBBP4/RPS10/RPL6/FLI1/RPL11/RPS7/EIF4G3/NDUFAF6/NSA2/RPL17-C18orf32/ELAPOR1/RSBN1L/RPS23/RAB2B/IGFL4/RPL5","pancancer_all"
"NCOA2","NCOA2",402,0.401621609954839,1.46428500403392,0.000449072320741987,0.0121249526600336,0.0103601772241353,2751,"tags=24%, list=16%, signal=20%","TSNAX-DISC1/PIAS3/EFTUD2/NUP205/SART3/OGFRL1/PDAP1/SF3B3/XPO6/CNOT9/ARHGAP11A/ABCC1/SLC1A3/PLXDC1/IQGAP3/THADA/NKPD1/NCLN/VCF1/TRIB3/CACTIN/PRDM1/DRAP1/BLM/SLC11A1/PES1/RAB31/TMSB10/ARID2/NCEH1/UBE2I/LCP1/EXOSC5/NSUN2/SAP30/EBI3/PARVG/NUP85/SYNGR2/SLA/ZNF12/RBAK-RBAKDN/ST3GAL5/WASHC4/RGS19/RCC1/ALOX5AP/RBAK/KLRC4-KLRK1/ABCG1/C11orf68/POM121C/ATG12/AVL9/ZMYND8/CYTIP/C1QA/CXCL16/EMC1/EIF2S3/APEX1/HS2ST1/SCNM1/SLAMF8/SMC2/SMAP2/TTC39A/SNX33/PABPC1/GORAB/HEY1/ARHGEF2/LGALS3BP/CIITA/USP37/MTFP1/AP3S1/HK1/LYAR/RGS18/TTLL4/MEF2C/TMC6/GSAP/RPL35A/POLE/VPS8/PRKRIP1/FZD1/TMIGD3/BUD31/NVL/B4GALT5/ST7L/PNO1","pancancer_all"
"FOXR2","FOXR2",193,0.453537756291606,1.56003273659263,0.000503149320195997,0.0125400292110387,0.0107148397742144,4268,"tags=40%, list=26%, signal=30%","TSR1/DNAAF5/PDAP1/FEN1/POLR3C/MTHFD1L/EME1/RSL1D1/M6PR/RANBP1/S100PBP/WDR26/LARS1/ITPA/CARS1/PGK1/PPAN/SLC35E1/TCOF1/RACK1/SSR2/EIF3D/RPS5/DBNL/HM13/CDC45/YARS1/EIF4A1/EIF2B1/VIPAS39/KCTD5/RPS18/EIF2S3/RPS14/GTF2H3/RPS27/STX4/RPS21/SLFN11/RPS16/P4HB/RPL8/BUD31/FKBP1A/RPLP2/PPAN-P2RY11/GCN1/RPL27/EIF2A/EIF1AD/UTP11/RSL24D1/RPL6/ADSL/TMEM258/DPM2/SKIC2/DDX42/RPS25/TRMT112/SAMD10/TRIM16/USF1/KLRG1/FADS2/SASS6/ZNF384/RPS17/ATP13A1/RPS6/CD2BP2/TXLNA/NIP7/TRMT2A/POLR1B/PNKP/CWC22","pancancer_all"
"CREB3L2","CREB3L2",126,0.503488772840747,1.64845735800009,0.000553201274521173,0.01280265806749,0.0109392432480503,3779,"tags=33%, list=23%, signal=25%","CNOT2/PTBP1/ZNF581/HNRNPA1/DSN1/MAGOHB/EME1/TUBA1B/AURKB/RECQL/GOLT1B/RPL37/RACK1/NOL6/LSM8/POC5/SF3A3/MRPL17/RPA2/FKBP14/NME1/RPL35A/CIC/SP1/RPL8/NME1-NME2/NCSTN/CCDC59/COPZ1/RPL27/TARS1/EIF2A/H2BC15/KIAA0586/EIF2AK3/RIOK1/NSA2/COPA/TM9SF4/MORF4L2/SEC24C","pancancer_all"
"ZNF101","ZNF101",388,0.39374833320805,1.42818994231279,0.000593099582935901,0.0128109509914155,0.0109463291447117,3156,"tags=25%, list=19%, signal=21%","POGLUT2/VIRMA/OGFRL1/PKMYT1/CDKAL1/POLR3C/VPS13B/ZNF646/NUF2/PAQR4/VPS33A/WDR62/PLXDC1/CENPL/SSBP1/B3GALT6/UBE2Q1/ARPC1A/ZNF408/AIDA/GXYLT2/SMG8/IGSF21/AURKB/PES1/NLE1/NCKAP1L/ZNF675/RPIA/GAPDH/NUDCD3/ALG10/LAMA4/ALDOA/CD274/ARHGAP1/MTFR2/EXOSC2/INTS2/EMB/TYMS/RPL38/STMN3/GIT2/TMEM79/CEACAM21/CDC45/ITGB3BP/NOL6/TGFB1/CNEP1R1/RTEL1-TNFRSF6B/PLP2/DPP9/SGO1/FOXJ3/RGS5/BRF2/TNFRSF10B/ABHD17A/RPL36/QSER1/ZNF668/SF3A3/SNRPD1/LIPA/SMG7/SLFN12/ZNF92/RPN2/STX4/RBM28/NPAT/CDC42SE1/RPL13A/GBA1/RTEL1/STK10/THG1L/BROX/RPS16/RFTN1/BET1/FBXW8/SLC6A1/ZNF747/CCDC59/ZCCHC4/ZNF101/MARS1/SMARCAD1/WDPCP/WDR70/CEP44/MLEC/TYK2/SRFBP1/LRIF1","pancancer_all"
"NPM1","NPM1",309,0.404776218481878,1.44837395263767,0.00118179148334924,0.0239312775378221,0.0204481026395296,3078,"tags=28%, list=18%, signal=23%","SKA3/HNRNPUL1/NUP155/SLC38A1/BYSL/POLR3C/SMC4/ADNP/ZFP62/CENPB/MOSPD3/TMEM209/DNAJB11/NOM1/CORO7/M6PR/RINT1/ZNF319/NLE1/AP5Z1/WDR5B/POLQ/SSRP1/RPS19/FCHSD2/MRGBP/RAI1/RPS8/ARHGEF1/RRN3/RPL27A/VAV1/SP3/CDC25B/ZNF787/ADPRS/ITGB3BP/RPL12/INTS4/ZKSCAN5/RPS11/ERCC1/PPIA/TIPIN/ORC5/KCTD5/TCF3/ARHGAP45/ATXN2L/ERGIC2/RBPJ/RPS20/SEM1/SF3A3/GTPBP3/CHPF2/SMG7/RPL10A/RPL18/HSF2BP/RPL10/WDR43/KRTCAP2/AXIN1/AGAP3/RRP1B/BRIX1/DUSP12/RPL7A/EEF2/TRIM46/CLASP1/POLR3D/SEPTIN7/FEM1C/NCSTN/SNRPE/RPL37A/CNOT8/ZCCHC4/COA1/TRIAP1/MSL2/WDR70/SEPTIN1/MYCBP2","pancancer_all"
"PSMB5","PSMB5",238,0.427411674977933,1.49996636554199,0.00137846819505187,0.0262719820704004,0.0224481198327333,2789,"tags=28%, list=17%, signal=23%","STC2/ANLN/NPM1/CBX3/RRM2/PKM/FSCN1/PLK2/RPS2/ASF1B/TUBA1B/TMSB10/GAPDH/ALDOA/DDIT4/COL1A1/TUBA1C/TPI1/PMAIP1/RPL28/RPLP0/IER5/PA2G4/CD44/LGALS1/CDC25B/LDHA/PPP1R14B/RCC1/RPL12/TMSB4X/CDC25C/HNRNPAB/NUFIP2/H2AX/UBE2S/PIK3R3/RPS20/CALR/FUS/PABPC1/VEGFA/RBMX/RPL10A/RPL10/TSPAN4/RPS27/MFSD11/RPS28/UBC/KBTBD2/SLFN11/RPL13A/CEMIP2/MPHOSPH9/PPP1R3C/TUBA1A/EEF2/TUBB3/CLASP1/H2AZ1/H2BC12/POLR3D/C6orf62/MTRFR/ADM","pancancer_all"
"SOX11","SOX11",38,0.629854713362005,1.70029764544623,0.00238585458488586,0.0429453825279454,0.0366947225628643,2014,"tags=29%, list=12%, signal=26%","RNF44/SLC29A3/MCM7/SNRPA/RANBP1/AP4M1/HLA-A/ZNF146/APEX1/ZNF43/RBMX","pancancer_all"
"ZNF548","ZNF548",49,0.58865735797764,1.67129859689533,0.00293149710616414,0.0499897401261675,0.0427137805496493,3239,"tags=41%, list=19%, signal=33%","SART3/WDR62/NBN/CDKN3/FAM111B/XXYLT1/FCHSD2/CILK1/NECAP2/NCOA3/SMG7/IFNGR1/TAF1A/PLD3/RGCC/FOXA2/ARL4A/NIBAN3/TEDC2/CAMKK1","pancancer_all"
"EPC1","EPC1",330,-0.50781052811513,-1.92659712476157,1e-10,3.26e-08,2.75789473684211e-08,2998,"tags=36%, list=18%, signal=30%","ESYT1/LRRC59/FLVCR1/FBXW8/PDAP1/DNPH1/YTHDF2/PMS2/SUV39H2/IPO11/TRPC4AP/DHX15/NOC4L/MTLN/RPL35A/EIF3E/ARHGAP11A/AIMP2/SLC4A2/TMED2/MRPL3/EIF5A/TSFM/DIMT1/DHX37/COA6/RAD23B/MRPL4/RPL23A/PINX1/G6PC3/MRPL15/RNPS1/EIF4A1/MDN1/MVK/SLC3A2/WDR5/ADRM1/MGME1/ACTL8/CAPRIN1/NUF2/KPNB1/FBXO41/PEMT/MRPS35/EPRS1/ANGEL1/ZP3/VEGFA/EMC8/DIAPH1/EZH2/SNAI1/NME1-NME2/PTBP1/NCL/CAD/PKM/BUD31/RBL1/METAP1D/YBX1/LSM14B/PUS1/PLOD3/GATC/BCAT1/HNRNPF/MTHFD1L/FADS1/TEX10/KICS2/BYSL/ALG3/PLD6/F12/TMEM39A/TRIM27/TOMM5/XPOT/SLBP/BANF1/YARS1/PTMA/AURKB/PRMT1/CCDC86/UTP25/NOP56/URB2/DARS1/CMSS1/UBE2S/PABPC1/ADNP/LDHB/NELFCD/CCNB1IP1/DCLRE1B/LARP1/PPAT/WDR43/MCM7/MIPEP/RANBP1/NME1/TARS1/CCT2/CCT4/ASNS/MTHFD2/RAN/B3GALNT2/EIF2S3/HMGA1/GPN3/GARS1/NCBP2","pancancer_all"
"CASP8AP2","CASP8AP2",287,-0.494245323235749,-1.85751540724532,1.51307123841584e-09,2.46630611861781e-07,2.0864456024471e-07,2519,"tags=25%, list=16%, signal=22%","MRPS24/AGBL5/MRPL16/STX16-NPEPL1/RBAK-RBAKDN/SMG8/WDR31/COA6/MTBP/PSME2/GTF3C3/NDUFC2-KCTD14/CHTOP/SNRPD1/H2BC11/HPS4/DNAJA3/COPS7B/ZNHIT3/STX16/INTS13/LSM5/C17orf75/PIK3R3/TARS2/RPS7/RFC2/CHCHD2/CENPP/NME1-NME2/NOL8/NCL/LAS1L/STAT1/TMEM41A/MRPL13/ADAT2/DDX55/SNRPB2/PDRG1/ALG3/FAM98A/TGIF1/BMS1/GRPEL2/MROH8/PDCD2L/PCLAF/RPL37/RPN2/CPOX/NOLC1/MRPS15/MRPS23/FAM227A/HSPD1/RCC1/SF3A3/BZW2/KNSTRN/RANBP1/MRPL30/NME1/CUL4A/PTRH1/CDC123/NUDT5/SSBP1/PCID2/GSTCD/ILF2/CDC16","pancancer_all"
"MYBL1","MYBL1",370,-0.420133155131505,-1.61095727495443,1.21898881543752e-06,0.000132463451277544,0.000112061427945484,3033,"tags=26%, list=19%, signal=22%","POLG2/CBX3/WDR74/CDKN1B/CENPM/NCAPG/RPLP0/TFAP2A/PMS2/ALG2/SEH1L/NR2C2AP/BRIX1/UFSP1/KBTBD2/SEC61B/INTS2/UBAP2/DUSP18/LDAH/AIMP2/FAM216A/RPS6/TMEM258/DCAF12/HNRNPK/CYP4X1/KRT18/RPL15/PHF5A/CANX/ANAPC5/RPL7A/TOMM40/SLC4A8/REXO5/MTPAP/FADS2/SRSF3/G3BP1/HENMT1/MYCBP2/EMC1/EZH2/PTPN13/NME1-NME2/NACA/PKM/UBE2I/NOP2/YWHAG/MARS1/STAT1/MRPL33/STT3A/RPA3/EIF3B/RPL12/KIF9/H2AX/PGD/CENPF/SPATS2/NEU3/HNRNPA1/LIG1/ALYREF/DCAF16/MARCHF9/SNRPB/SLC7A6OS/IMP4/RAD1/PRPF4/UBE2S/HSP90AB1/FXYD5/PSRC1/BMP4/DDX50/MRPS27/CNOT9/CDCA3/REXO2/CDK4/TRIM59/GNL3/NME1/KIFC1/CCT2/GSTCD/NUP155/PIWIL1/AJUBA/FEN1/RFWD3/GPN3/SH3TC2","pancancer_all"
"FOXR2","FOXR2",193,-0.499186348654324,-1.81075113974588,1.81275363499108e-06,0.000147739421251773,0.000124984592728332,3389,"tags=38%, list=21%, signal=31%","EIF3I/TAF12/DUS3L/RPS14/RACK1/RPS16/DHX30/IPPK/DHX8/NUP35/RPS5/RPL8/PDAP1/DPM2/NTHL1/TRIM16/PPAN/PRPF6/ITPA/ZNF202/EIF3D/RPL32/SUPT4H1/UQCC4/NOP16/HM13/RPL6/RPS6/TMEM258/RPL27/YRDC/MRPS26/ADSL/RPS18/ERH/RPS25/EXOSC4/WDR18/AHSA1/RPS21/TCOF1/EIF4A1/UTP11/EIF3M/FADS2/GCN1/TSR1/M6PR/MRPL20/DNAAF5/MCMBP/ISG20L2/BUD31/EME1/MTHFD1L/PGK1/TRMT112/POLR3C/RSL1D1/C19orf53/TWNK/NIP7/BANF1/YARS1/SAMD10/GTF2H3/DDX21/GTPBP4/MRPS23/RANBP1/CDC45/EIF2S3/FEN1/POLR1B","pancancer_all"
"HSF2","HSF2",211,-0.481309049618027,-1.75012930357365,3.28652732166212e-06,0.00021428158137237,0.000181277928057995,2556,"tags=26%, list=16%, signal=22%","MICB/FLAD1/CFAP68/MRPL18/KAT2A/SRP72/PCNA/HMGB1/ABCC2/CCT8/DNAJB6/KNTC1/GTF3C3/XPNPEP3/H2BC11/RANGAP1/ME1/CAPRIN1/TCP1/HSP90AA1/NOP58/NME1-NME2/CASP4/TSEN15/STIL/MORF4L2/GLO1/ELOVL5/CCT7/QPCT/STIP1/PGK1/EARS2/PGAM5/PCBD1/CXCL9/CKS2/GPN1/HSPH1/DARS1/PAQR4/UBFD1/HSPD1/HSPA8/NKRF/NME1/CCT6A/CCT2/CCT4/CCT5/ITGA2/CKS1B/ATPSCKMT/MATCAP2/PSPH","pancancer_all"
"NR1I2","NR1I2",293,-0.425312179057946,-1.59600315408246,2.00783200464645e-05,0.0010909220558579,0.000922898219679595,2706,"tags=27%, list=17%, signal=23%","SCARB1/MLST8/COA4/GTF2H4/PPAN/CFAP68/UBE2H/AGBL5/SLC12A2/PLAUR/PEX5/C5orf34/SLC12A9/STOML2/DDX39A/RBM22/SLC2A1/MRPL36/CDK12/CEP85/NAXE/SLC3A2/SLC37A3/TRIM28/CCNI2/AMPD2/NAA80/TUBG1/DESI1/MCMBP/NAP1L4/SIM2/BUD31/EFTUD2/CKAP2/RAB5IF/PUS1/TULP3/ENO1/HYAL3/RAD51/RHNO1/KDM1A/COPZ1/FOXM1/NFE2L3/TOPBP1/NLN/CTSH/SMIM30/TMEM39A/SFR1/PNO1/IMPDH1/HOMER1/PSMC2/DDX21/MEST/TMEM14A/PAICS/HSP90AB1/PABPC1/C2CD4A/NAT10/CDCA3/PPAT/YEATS2/NUP205/NME1/PPIA/DHCR7/NCAPD3/ASNS/FEN1/RACGAP1/KLHL35/ENC1/GARS1/NCBP2","pancancer_all"
"ZZZ3","ZZZ3",258,-0.43202132305421,-1.60838668823586,3.51792572022868e-05,0.00146143013753464,0.00123634063943841,3313,"tags=33%, list=20%, signal=27%","RPS14/HNRNPU/RPS10/WDR76/RPL10A/RPS10-NUDT3/PCBP2/RPL8/RPL36/RPL11/MAP3K8/FANCB/RPS15A/RPL37A/STK3/DEGS1/NR2F1/AFMID/DHX15/SMARCD2/ANKLE2/ARPC5L/RPL35A/RPL32/DNA2/RPL6/KAT2A/RPL29/SMG8/RPL27/LAMTOR5/RPS20/RPS4X/RPL15/RPS18/MTBP/H2BC11/MPV17/RPS3/RNPS1/UBE3C/TIMM9/NREP/FOXS1/SMC1A/ATAD3A/RPL24/HDAC8/RPS7/TGM2/ZMYM3/NACA/UBE2I/PHF20/NUP188/TGS1/MRPL13/RPS2/PGK1/AARS1/PUM1/DHX9/SMARCC1/MCM3/PNO1/CDCA7/WDR77/TK1/SNRPB/PSMD1/RPL39/FANCI/RPL37/SMYD2/RPL7/E2F3/PRPF4/XPO5/STX6/ATP6V1E2/SF3B3/YEATS2/CCT4/STRIP2/NUP155/ADAMTSL5","pancancer_all"
"NPM1","NPM1",307,-0.413944196159931,-1.55615746285554,3.58633162585187e-05,0.00146143013753464,0.00123634063943841,3790,"tags=33%, list=23%, signal=26%","WDR5B/RPS8/RPL27A/TMEM209/RPL18/TBCCD1/COPS5/DPY19L4/POLDIP2/IFRD1/RPS19/DIDO1/PUF60/HSPA4/ZNF251/ATXN2L/RINT1/COPA/FNTA/GOT2/RPL10A/DHX30/INTS4/PCBP2/RPL10/ZNF250/GOLGA7/CACYBP/TIPIN/RAI1/RRN3/CAMSAP2/RPL37A/YTHDF2/BRIX1/ZNF367/AGAP3/EIF3G/NEK4/ZNF202/ORC5/POLR3D/UPF3A/RBM39/MOSPD3/EIF5A/RPS20/COA1/POLQ/GTPBP3/TCF3/RPL7A/DNAJA3/EMD/CDK12/DNAJB11/HUWE1/SMG7/MDC1/GFUS/RPS7/HENMT1/M6PR/MYCBP2/ZNF35/RAG1/PSMD6/EMC8/DUSP12/SEM1/SEPTIN2/RRP1B/YBX1/RPL12/GATC/POLR3C/NLE1/BYSL/KDM1A/HSF2BP/NOM1/POLR1H/SKA3/SNRPE/ANKRD46/NIP7/TFB2M/MRGBP/SSRP1/TIMM10/RAD1/COPS8/TMTC4/NOP14/MRPL57/CDC25B/ADNP/SF3A3/WDR43/PPIA/NUP155","pancancer_all"
"RUVBL1","RUVBL1",140,-0.505585796894613,-1.78012686616497,4.62693859399434e-05,0.00150838198164216,0.00127606095960686,2611,"tags=26%, list=16%, signal=22%","PFKM/C1orf174/CENPK/LDLR/POLR3E/SHF/AAR2/C17orf75/PRDX1/TPD52L2/SRSF3/RPL24/IPO4/ATP7B/METTL1/NACA/HNRNPC/SMPD4/GPT2/IMPDH2/UBAC2/SEC23B/PUM1/PRMT5/RPRD1B/BANF1/SNRPB/SNRPG/PCLAF/NCOA7/HSP90AB1/RPL7L1/TTI1/RCC1/MRPL30/ILF2","pancancer_all"
